,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,104.84876734322094
11,391.26412516923506
12,863.2322810668902
13,1213.96425233569
14,1055.8708475874962
15,609.3035802939621
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
