,0
0,182.30456313604716
1,553.302218104636
2,521.430789247951
3,426.54086453963095
4,555.9989757257862
5,838.1464899195746
6,953.5677327600699
7,245.80484445513204
8,586.8400874440484
9,109.98828865252442
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,271.14243934272196
17,1131.7983129572542
18,2460.4050959541223
19,1999.3764681694224
20,1592.280912435282
21,1019.1981101925545
22,1594.922237030523
23,1421.416470971403
