,0
0,15.0
1,29.903976917266846
2,29.93545889854431
3,29.895794391632077
4,29.778880476951596
5,29.451339840888977
6,22.967122793197632
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,15.0
23,29.97358202934265
