,0
256,-4.934660684368924
257,-4.967582206529667
258,-4.928052902319881
259,-4.744564119763786
260,-4.732557819306347
261,-4.832559753676817
262,-4.852379098789249
263,-4.870038083272179
264,-4.955523087926574
265,-4.66385876226742
266,-4.505618794982874
267,-4.641030637624234
268,-4.577326637100037
269,-4.67473846359084
270,-4.7823797001899795
271,-4.595228336365586
272,-4.714955767271937
273,-4.609850246786709
274,-4.64894629445071
275,-4.633262431025681
276,-4.456469153275667
277,-4.177425803448705
278,-3.9641857898608834
279,-3.729615056155501
280,-3.6262340498523318
281,-3.447563165538337
282,-3.306971551710494
283,-3.2974895698893016
284,-3.2724169876062694
285,-3.1353945350026016
286,-3.4935634565193956
287,-3.5388042342894006
288,-3.531791226636214
289,-3.7750053836749404
290,-3.6636645647935655
291,-3.8040551792828956
292,-3.8853910847973547
293,-3.744737980245155
294,-4.253538890261532
295,-4.587668124309278
296,-4.367136906861514
297,-4.418040900378384
298,-4.600727219380056
299,-4.8801918801073665
300,-4.848042311844547
301,-4.756764497752888
302,-4.489497602813005
303,-4.244871557647324
304,-4.103197525870465
305,-4.086610014026134
306,-4.147490903007205
307,-4.106978164740102
308,-3.9429259360725015
309,-3.764871740530133
310,-3.6222761481299863
311,-3.516024167294171
312,-3.5272892588285405
313,-3.5000918763038404
314,-3.3700789876706483
315,-3.3207792122893665
316,-3.2006569991809224
317,-3.575886873353123
318,-3.437016915945661
319,-3.451866547041176
320,-3.2776497743405644
321,-3.1584487342679792
322,-3.211089050458646
323,-3.164058445664882
324,-3.0580087833455827
325,-2.957299352053524
326,-2.933632226259936
327,-2.823565945038293
328,-3.105096984976864
329,-3.074295202392935
330,-3.035513539536026
331,-3.6312370963736162
332,-3.514009166985745
333,-3.3358955279247566
334,-3.1477194137974243
335,-2.9729107420458774
336,-2.809997750260724
337,-2.743018065634501
338,-2.629428646614711
339,-2.518097435880753
340,-2.3775658907547226
341,-2.301601731752276
342,-2.2782869250734326
343,-2.1702905825721857
344,-2.0796683692056726
345,-2.003752049329933
346,-1.951099598687743
347,-1.8836708465825385
348,-1.8471735218273948
349,-1.8133738566657613
350,-1.7943155934316994
351,-1.7591520933215188
352,-1.7346539169188664
353,-1.685947529046672
354,-1.7085202403765813
355,-1.7135821495139658
356,-1.666750013085106
357,-1.64036343634842
358,-1.588549727008344
359,-1.5590966759732514
360,-1.5168568397075517
361,-1.6064578398726543
362,-1.5646055372859653
363,-1.5493996319561356
364,-1.5532405150961686
365,-1.5000587179880285
366,-1.4913942834958753
367,-1.4606187031713382
368,-1.4654395118088548
369,-1.4586480327777012
370,-1.4589613639913372
371,-1.4554435702733435
372,-1.4631088011636453
373,-1.475556177516062
374,-1.4862349722344024
375,-1.4786144088115414
376,-1.4890015739223275
377,-1.403191259204919
378,-1.3885822611602952
379,-1.3845638558050417
380,-1.4120695931739982
381,-1.3866909868777755
382,-1.3667256304518722
383,-1.3734145127141193
384,-1.3445049028840939
385,-1.3180397140360933
386,-1.2915826420068406
387,-1.311449608174141
388,-1.2939913762863997
389,-1.2899873934612849
390,-1.2752948890127263
391,-1.1347282458114378
392,-1.18042268217922
393,-1.1996278793402502
394,-1.2993664263752303
395,-1.2894285819732962
396,-1.276795094473533
397,-1.2443475219040967
398,-1.2304729251680246
399,-1.2139447275813045
400,-1.2099867815804304
401,-1.2502514848553206
402,-1.325219531443247
403,-1.3986995747215916
404,-1.4052548747566722
405,-1.3565052703445777
406,-1.3592745710031695
407,-1.3724866153814654
408,-1.5335885261022848
409,-1.5113133380135861
410,-1.5728641422883176
411,-1.622931453988415
412,-1.6962452936027903
413,-1.7706447902417826
414,-1.7883155649726348
415,-1.7532428243417277
416,-1.6666266617473076
417,-1.6402197520650543
418,-1.8158715549506919
419,-1.8434344523544677
420,-1.7583462309417468
421,-1.7265036995012792
422,-1.6715648103225258
423,-1.8487179505651405
424,-1.7783790809834508
425,-1.6879013181855353
426,-1.6907327359494235
427,-1.7802345687595933
428,-1.8341959180387342
429,-1.8674725184293015
430,-1.8698655797947517
431,-1.941735454961887
432,-2.0264254347898008
433,-2.0375389668082895
434,-1.9583316510658975
435,-2.096921866836505
436,-2.1521693975569947
437,-2.1318218324970544
438,-2.2029753873526357
439,-2.3704810956910056
440,-2.3735130572106087
441,-2.413127463738255
442,-2.358638174520536
443,-2.2556272548615945
444,-2.181983321825136
445,-2.1245983339197103
446,-2.1036734338824092
447,-2.082190371540931
448,-1.9987541109728242
449,-1.9607211965685551
450,-1.9079884900316662
451,-1.891450526933201
452,-1.9333980528428507
453,-1.8817774035745265
454,-1.850622354748247
455,-1.8153134093962826
456,-2.1294769024918243
457,-2.269909625133042
458,-2.3667720328244357
459,-2.3132638688961102
460,-2.420372276967922
461,-2.4051998765171123
462,-2.317478128600651
463,-2.2257805278019154
464,-2.1172929863819805
465,-2.0789328486462937
466,-1.9901629229531244
467,-1.9431371223734248
468,-1.899035814048355
469,-1.9463302536098948
470,-1.879618497418664
471,-1.9800648085921995
472,-1.9239218472331292
473,-1.8611509151671324
474,-1.843685465361337
475,-1.8130776551105823
476,-1.9050787636996838
477,-1.8684626415197272
478,-1.7937185235836164
479,-1.753438648441276
480,-1.6926684898228157
481,-1.6549657755968694
482,-1.6605553591916502
483,-1.6261052788271175
484,-1.646684522146828
485,-1.8062834299197357
486,-1.9129580999772153
487,-2.1462545610674164
488,-2.158215398425147
489,-2.0893236926818846
490,-2.0698519731182494
491,-2.020555717309132
492,-2.283369251258234
493,-2.324084094143557
494,-2.2443675609139415
495,-2.39052399445208
496,-2.629967064683674
497,-2.6474713843827784
498,-2.967333408628727
499,-2.8414657298956962
500,-2.750481008727714
501,-2.6206870047358173
502,-2.7543075691240437
503,-2.8590432924267883
504,-2.7145287456149574
505,-2.907927742746452
506,-2.744475611181808
507,-2.701858834116047
508,-2.6818385365667012
509,-2.804044639423117
510,-2.6659800105471256
511,-2.6221195747418613
512,-2.4923195698529805
513,-2.4985435973772816
514,-2.331317471082832
515,-2.2277674651292894
516,-2.084413137750982
517,-1.8599284555307638
518,-1.6847738699109878
519,-1.689731843565286
520,-1.5768766323260308
521,-1.7510947466661542
522,-1.6528839097682069
523,-1.8838259258610854
524,-1.9153314835225628
525,-1.909947742110686
526,-2.6050397413023303
527,-2.5105968496128037
528,-2.3696279866918215
529,-2.405710362771983
530,-2.509249176012617
531,-2.3485508959545536
532,-2.477538748756958
533,-2.3558969507517062
534,-2.145926184047754
535,-2.098412185234267
536,-2.0569913200788528
537,-1.8595544501009287
538,-2.303401814761942
539,-2.2788931550300173
540,-2.0993973541319466
541,-2.101318848466913
542,-2.076979169437223
543,-1.895109995176256
544,-2.0154760775427123
545,-1.7958360218975553
546,-1.8134689598957534
547,-1.920392499241855
548,-2.0398715268584233
549,-1.8323377523030175
550,-1.673243374588431
551,-1.8733519745364007
552,-1.782579255911018
553,-1.6727314189297262
554,-1.6606670176465097
555,-1.674614645645715
556,-1.6151336767898536
557,-1.9809099127252945
558,-1.8612860697945977
559,-1.944110000576865
560,-1.8240479642363618
561,-1.9283285270326118
562,-1.9065568314901333
563,-1.9188822182347542
564,-2.1076293941345368
565,-2.020524705540018
566,-1.8784438965282726
567,-1.8171474966557537
568,-1.790588648567398
569,-1.8486721516015574
570,-1.7212025818822323
571,-1.7916862713959951
572,-1.871971545934867
573,-1.9489960903399193
574,-1.9648659636577908
575,-2.192911358474054
576,-2.3430451232363088
577,-2.4231372447041664
578,-2.538376674647936
579,-2.4416398629205025
580,-2.658100298251019
581,-2.8403552498292157
582,-3.0429953989240595
583,-3.2460619298579507
584,-3.1847999821998205
585,-3.1767497609205897
586,-3.0212281253397526
587,-2.915493485110108
588,-2.6915647771396296
589,-2.6745077740873238
590,-2.7084516188059045
591,-2.916192919856927
592,-2.784919232497126
593,-2.9037796364806425
594,-2.7297564948381994
595,-2.590901754027314
596,-2.6290995903003016
597,-2.905387849169929
598,-3.106812502053327
599,-3.3276856083288795
600,-3.268410516905773
601,-3.21346082054531
602,-3.299537275530613
603,-3.3785707171211428
604,-3.481928588804861
605,-3.550555096948156
606,-3.410565240431196
607,-3.3988099898161965
608,-3.434261459509772
609,-3.4786039865509917
610,-3.4132172828280294
611,-3.466055246555486
612,-3.465902313406528
613,-3.4549148458739176
614,-3.401948974445382
615,-3.3650333501095413
616,-3.4390863190018415
617,-3.666349021116415
618,-3.6646999430232317
619,-3.67468780367952
620,-3.745095929568414
621,-3.8039776766649274
622,-3.848703022796219
623,-3.681453868642753
624,-3.7205185477956624
625,-3.8178419228745226
626,-3.5993346072676236
627,-3.4747426847449696
628,-3.4868283912818656
629,-3.5328778891001162
630,-3.2733783614406313
631,-3.6472914354520976
632,-3.3871919957386583
633,-3.758765241050143
634,-3.7909774186314427
635,-3.705438395122108
636,-3.5806715995696443
637,-3.496393534997781
638,-3.644812763473521
639,-3.602765088096506
640,-3.5441997000382996
641,-3.6077666883349195
642,-3.733126088820999
643,-3.7569206591378035
644,-3.8325881217077464
645,-3.780725860435998
646,-3.5420632563439307
647,-3.473391325762403
648,-3.61565554447625
649,-3.378779946126553
650,-3.238556696715065
651,-3.077528577402038
652,-2.93790665573399
653,-3.759742708510532
654,-3.748167982509742
655,-3.5999609504527488
656,-3.5046919601702804
657,-3.278862734245764
658,-3.1723599002378298
659,-3.8092580995866197
660,-3.653985371297167
661,-3.971413501752512
662,-3.896463708018754
663,-4.699900119579291
664,-4.592760085178563
665,-4.894787830550846
666,-5.256434381408703
667,-5.818815199194203
668,-5.428060652783216
669,-5.415359623820197
670,-5.774297354780406
671,-6.01339659110187
672,-6.434905952367762
673,-7.398095851376694
674,-7.120005679934735
675,-7.473883482023149
676,-7.54968530474749
677,-6.964933000680427
678,-7.331723893019343
679,-6.980331929850374
680,-7.26435738066978
681,-7.160913710406392
682,-6.862048332241165
683,-6.50407712299742
684,-6.09504189441454
685,-6.594229649228835
686,-6.972641187833008
687,-7.590634637642277
688,-8.393047245358776
689,-7.799637159770092
690,-7.462873964890391
691,-7.130734710992931
692,-7.097013361597207
693,-7.951303520285788
694,-7.253301318846884
695,-6.819348476559156
696,-7.6013658446663515
697,-7.172943053048347
698,-6.858113498645884
699,-7.2335203088690525
700,-7.037425848597524
701,-6.654236451997798
702,-6.30924084756051
703,-5.957078047809041
704,-5.622504495123571
705,-5.476944110889338
706,-5.137662422542157
707,-5.176792769131096
708,-5.056500295820586
709,-4.786270903021305
710,-4.727324080603779
711,-5.348321243060814
712,-5.227233816788234
713,-5.1480340241200295
714,-5.168935567772743
715,-5.171602193112881
716,-5.316882970228569
717,-5.291580737440947
718,-5.363481868528637
719,-5.475401181106738
720,-5.394062563092797
721,-5.182419074631354
722,-4.979437977311155
723,-4.8823515099202615
724,-4.855804692443734
725,-5.021699368786224
726,-4.774485813825378
727,-4.691638144965988
728,-4.418007420978119
729,-4.349506424901969
730,-4.305675081431549
731,-4.1725855205814755
732,-4.0226382806071435
733,-3.8472064296127364
734,-3.6925196959064257
735,-3.7198799395457485
736,-3.4255542566406856
737,-3.2846819158351366
738,-3.2928048459075567
739,-3.369606902435636
740,-3.1775279297092656
741,-3.207284287104692
742,-3.374667992332983
743,-3.3525687621654177
744,-3.200189375252394
745,-3.219181992821039
746,-3.1619172828109905
747,-3.147883154936382
748,-3.1128394553094956
749,-3.1062691904357145
750,-2.9005158592460902
751,-2.735031573910529
752,-2.8340079265111777
753,-3.444419400500617
754,-3.560386692804871
755,-4.052673219775622
756,-3.850775294231379
757,-3.699778489032401
758,-3.524943719816007
759,-3.467670839978936
760,-3.401883322128486
761,-3.3351112852466054
762,-3.252237001114227
763,-3.3346342945726635
764,-3.202676649758418
765,-2.967111351235822
766,-2.8782377086067923
767,-2.63880580168433
768,-2.67909954187546
769,-2.405342373056786
770,-2.32133940340741
771,-2.1634135900654092
772,-2.029632943019872
773,-1.8721921191065585
774,-1.990955119847549
775,-1.883077773832786
776,-1.7543530946040562
777,-1.8622857987424646
778,-1.8102524334947316
779,-1.9208625141003
780,-1.9983454000217016
781,-2.0516478898895394
782,-2.9809554639701243
783,-2.845587967066286
784,-2.72320330957136
785,-2.6419565002046355
786,-2.4840190174519936
787,-2.3982805505781006
788,-2.251593268670277
789,-2.264459009174986
790,-2.1530599173693585
791,-2.0729978492980523
792,-2.1648394942505047
793,-2.172546289577049
794,-2.1084790531991966
795,-2.185776795060696
796,-2.606499263422455
797,-2.4725731275987646
798,-2.3744273970861816
799,-2.2277929556691483
800,-2.2793410148348885
801,-2.0956496970145477
802,-2.1840446561051254
803,-2.2889162357391366
804,-2.983757475919968
805,-2.8769958049854876
806,-2.680893979878264
807,-2.9601240754754206
808,-3.7078043598766595
809,-3.612345978881059
810,-3.735231821789129
811,-3.842434280364174
812,-3.605823523601438
813,-3.492439974950692
814,-3.502615898638335
815,-3.215491688665301
816,-2.9288364920914125
817,-2.831206837002154
818,-2.606909979353353
819,-2.4076541516080785
820,-2.1734200453046193
821,-2.002076858391047
822,-1.991984972914867
823,-1.8343682190748023
824,-1.7649712128210462
825,-1.5533569243228376
826,-1.4080529583601744
827,-1.3481572443441667
828,-1.2706960051536933
829,-1.2190961372531324
830,-1.269722661099574
831,-1.1619064569652549
832,-1.0135066896880456
833,-0.862925977390653
834,-0.9130315867174993
835,-0.8175842565843964
836,-0.713137316272999
837,-0.6120050628469661
838,-0.4823211695208977
839,-0.375693331090121
840,-0.2875318860406719
841,-0.19177368554755558
842,-0.14953014371050433
843,-0.048952973417370454
844,0.026428163665670114
845,0.08740415103727545
846,0.12221367781628559
847,0.1190518900767437
848,0.12332627371409546
849,0.1054858671709478
850,0.15619792140420485
851,-0.02829332156243572
852,-0.03785251005979358
853,-0.08708521121418505
854,-0.17527416594632236
855,-0.37439423653229476
856,-0.641366409525177
857,-0.5787530212772778
858,-0.5861665694107092
859,-0.5529533013102411
860,-0.5706332745966058
861,-0.5533293424593368
862,-0.8260662069078587
863,-0.8709592799701893
864,-1.121103101698312
865,-1.1132379283296694
866,-1.1817970668853062
867,-1.1168696286191613
868,-1.1877711177068004
869,-1.1629118704543349
870,-1.1965145584079386
871,-1.344033484834877
872,-1.3831065150009576
873,-1.2254973378755725
874,-1.5154986088814546
875,-1.4201448821324636
876,-1.5071911419433714
877,-1.689140097594459
878,-1.6228697529006268
879,-1.921786911698789
880,-2.1146265306943164
881,-1.9407055055355047
882,-2.2671885984701134
883,-2.314971479588227
884,-2.1917747475947555
885,-1.9433666782039016
886,-1.7358273469578787
887,-1.62924285234622
888,-1.807403663917617
889,-1.7115188759234516
890,-1.6103507906662613
891,-1.5218909011667274
892,-1.382533421274059
893,-1.3073858379950796
894,-1.3302457863453074
895,-1.1693225038460278
896,-1.1332769997860757
897,-1.0941547645099319
898,-0.9298958872271238
899,-0.8966263364615197
900,-0.8394854387990551
901,-0.8023722734204362
902,-0.7936315033717161
903,-0.6562296399495045
904,-0.5804892806973099
905,-0.5958713856096066
906,-0.5419809236016201
907,-0.47543255080695734
908,-0.39648413127254617
909,-0.38270230307717906
910,-0.31777604645795565
911,-0.27205927365236654
912,-0.20001747504738826
913,-0.3511313556572563
914,-0.2726693077469765
915,-0.25154231773121916
916,-0.21625493130664136
917,-0.17970350802397436
918,-0.14315932187238245
919,-0.10264881814103947
920,-0.10031725283352008
921,-0.013928185212401079
922,0.053587469583575936
923,0.02913648332152756
924,0.032877244523261503
925,-0.029565762122991345
926,-0.25171740486788147
927,-0.27080261086340973
928,-0.34492591317617904
929,-0.4431590939058052
930,-0.6429467046478764
931,-0.8191937599474293
932,-0.9305233044625498
933,-0.9103848898226949
934,-0.7456775300438143
935,-0.7254870624705871
936,-0.8468720954003155
937,-0.7649423453198885
938,-0.8873749407687224
939,-1.0071437309567322
940,-0.8593601064570106
941,-1.04284848167682
942,-1.0764967136890027
943,-0.9743041170386761
944,-0.8633624923678419
945,-0.7290954573952766
946,-0.6086687875115049
947,-0.8671557420469056
948,-0.8581696965573687
949,-0.7142064964662663
950,-0.648437059426546
951,-0.5412452679705212
952,-0.9607173931938912
953,-1.0395229082574602
954,-0.9163932722574837
955,-1.0938096911045931
956,-1.1835838200634154
957,-1.2730074061191332
958,-1.3789662543259436
959,-1.2953828774227527
960,-1.4576726774117854
961,-1.6270319404788163
962,-1.8473568644343892
963,-2.1163346281844166
964,-2.0345063188592243
965,-2.1582607691214926
966,-2.3369265241964934
967,-2.470651317660353
968,-2.466788436451571
969,-2.5626422325043356
970,-2.4727830932899098
971,-2.466287391669077
972,-2.215666005750082
973,-2.3565395258583686
974,-2.319347854819262
975,-2.2088637287766097
976,-1.9639986760490769
977,-1.818388930314583
978,-1.7783169308810112
979,-1.6352124647371942
980,-1.4830016597679987
981,-1.3135271230019983
982,-1.2009324401955
983,-1.3607971102070242
984,-1.517450621980306
985,-1.5077147849439376
986,-1.3645895127528544
987,-1.174911435026854
988,-1.3277975177065715
989,-1.250160938432305
990,-1.4962343169449033
991,-1.3923976799511943
992,-1.3725348044758494
993,-1.5424012844663362
994,-1.4279946906973648
995,-1.4007916265151126
996,-1.4831244142973004
997,-1.348660894796259
998,-1.1936131904767853
999,-1.1046772824803728
1000,-0.9861588017297817
1001,-0.850261558592309
1002,-0.7677874475474494
1003,-0.7795557576265839
1004,-0.743410567403302
1005,-0.8192282475277183
1006,-0.7112256026095191
1007,-0.6158737774383584
1008,-0.5131799484949665
1009,-0.44851859156215707
1010,-0.3954528187352791
1011,-0.34244703847440333
1012,-0.3410471817036414
1013,-0.30597831677080234
1014,-0.2432070183504017
1015,-0.37779694660334473
1016,-0.40205309754637597
1017,-0.4004545419549116
1018,-0.3590155858292569
1019,-0.46942774874769244
1020,-0.6599303533308546
1021,-0.6149433745535571
1022,-0.5266632577429697
1023,-0.6271668057588141
1024,-0.5415086703013892
1025,-0.6728240136042416
1026,-0.5803515566725013
1027,-1.0601287641969506
1028,-0.9524642084272671
1029,-0.9436966646906385
1030,-0.912528809206807
1031,-1.0615939936365828
1032,-1.2149828548592527
1033,-1.15415411899055
1034,-1.1370554726775435
1035,-1.1079129484279682
1036,-1.0883449708224109
1037,-1.4193163175816754
1038,-1.2886537482753047
1039,-1.597438801179598
1040,-1.587806178069806
1041,-1.8076743525799024
1042,-1.7909757933841217
1043,-1.7253442396787784
1044,-1.9785818761054939
1045,-2.0924812537342348
1046,-1.9409352267561149
1047,-1.8869419938959346
1048,-2.30573776872873
1049,-2.4700656467506503
1050,-2.321680095899548
1051,-2.2450049598338744
1052,-2.0687629435018113
1053,-1.909939330453778
1054,-2.1512192182901035
1055,-2.1318951596796127
1056,-2.072350535450563
1057,-1.9811237620002837
1058,-1.805498543394033
1059,-1.7374820234569992
1060,-1.5726384924781867
1061,-1.4472999235737891
1062,-1.6273155812851776
1063,-1.8605150915267414
1064,-1.7461187092329957
1065,-1.5535134022075572
1066,-1.6081393865514848
1067,-1.70369980703641
1068,-1.520790155046669
1069,-1.3934243782667202
1070,-1.2903823614828527
1071,-1.1834583460268597
1072,-1.045171360339099
1073,-1.1729115753269896
1074,-1.125387269978266
1075,-0.9999417014041804
1076,-0.9686016155928479
1077,-0.8892843905744057
1078,-0.9199251756332465
1079,-1.4832256790787404
1080,-1.357611117071559
1081,-1.437778242237914
1082,-1.3217688139626953
1083,-1.1631127343019658
1084,-1.2164046707476839
1085,-1.0815531626810695
1086,-0.9545410617620732
1087,-0.8277678005213296
1088,-0.7214932207578909
1089,-0.6459853843137835
1090,-0.6907858454944662
1091,-0.5961005893537242
1092,-0.5558051617575274
1093,-0.4965915611333987
1094,-0.4967147688595823
1095,-0.4820923212221435
1096,-0.4953587771812346
1097,-0.45214090924380435
1098,-0.41446858575207596
1099,-0.4897147746670567
1100,-0.450216097028378
1101,-0.396442550487176
1102,-0.3301211176938117
1103,-0.5390242880864047
1104,-0.6045372164719697
1105,-0.5378616745783876
1106,-0.4830174206812427
1107,-0.42021177696325596
1108,-0.40164899451728997
1109,-0.9180347780567111
1110,-0.9092424884229688
1111,-1.1219530415756678
1112,-1.0125615182584926
1113,-0.8969611165030791
1114,-0.8944302465461975
1115,-0.9124802261682272
1116,-1.0259620155808706
1117,-0.8991606329124829
1118,-0.8743401120803486
1119,-0.7971306389815517
1120,-0.9219824198560779
1121,-0.9899454201073569
1122,-0.9170306861116546
1123,-0.8198041446920067
1124,-0.8086436057230156
1125,-0.8560148151311283
1126,-0.8199557243045172
1127,-0.8967602417033751
1128,-1.0819227362747927
1129,-1.0395457642445642
1130,-0.9543498868712535
1131,-1.1883018000864416
1132,-1.30247735616099
1133,-1.3771595304630646
1134,-1.2987984667146877
1135,-1.9449645140410694
1136,-1.7872375963809057
1137,-1.6694018571431795
1138,-1.5629653368574616
1139,-1.3895932325992266
1140,-1.5233462412883987
1141,-1.8467369911258167
1142,-1.6707329124827928
1143,-1.6832811544316741
1144,-1.5236940945952964
1145,-1.6431021707630842
1146,-1.5973318249698378
1147,-1.5992923495881566
1148,-1.4768045496199844
1149,-1.3815192963620075
1150,-1.42220146950048
1151,-1.283453346570905
1152,-1.494718365942825
1153,-1.5449943087226206
1154,-1.5841914347700865
1155,-1.563139864229904
1156,-1.474365427271648
1157,-1.3682130830689665
1158,-1.5182463744501522
1159,-1.3640665787203319
1160,-1.555894072955926
1161,-1.6850015110261887
1162,-1.8084156823063051
1163,-1.9776318555016437
1164,-1.8528160148328572
1165,-1.7942197208685595
1166,-1.9371485666080754
1167,-1.766056533850013
1168,-2.057477622310316
1169,-1.9941075427390114
1170,-1.8751677559992859
1171,-1.9877016092801958
1172,-1.7519626333012748
1173,-1.5709509514230178
1174,-1.5973352691332412
1175,-1.468426564779373
1176,-1.293355643839757
1177,-1.1766216543589059
1178,-1.0614873348208478
1179,-0.9297046048730198
1180,-0.9411003911255645
1181,-0.8494899990468446
1182,-0.8177358560588383
1183,-0.9315728181445668
1184,-0.8332472852674725
1185,-0.7346669206626033
1186,-0.6685125430814746
1187,-0.6223074465884866
1188,-0.5552990801701119
1189,-0.475909345092029
1190,-0.4256446293067773
1191,-0.4139127979230072
1192,-0.39257298036363153
1193,-0.4134480217602506
1194,-0.41756943788952633
1195,-0.371421092853697
1196,-0.3481470848810298
